liutong_rate,liutong_value,name,price,global_pro,huanshou_rate,price_change
100%,"¥1,067,352","
Evotion
                            ",￥0.3278,"
<0.1%                                  ",0.26%,-12.52%
60.39%,"¥1,067,959","
Beatcoin
                            ",￥0.7004,"
<0.1%                                  ",0.06%,-22.84%
100%,"¥1,079,470","
Veltor
                            ",￥1.95,"
<0.1%                                  ",0.07%,-7.1%
100%,"¥1,070,897","
Darsek
                            ",￥0.0588,"
<0.1%                                  ",0.05%,-7.58%
38.42%,"¥1,088,992","
ReeCoin
                            ",￥0.000425,"
<0.1%                                  ",0.29%,-3%
100%,"¥1,110,556","
SixEleven
                            ",￥2.52,"
<0.1%                                  ",0.12%,-22.44%
54.67%,"¥1,068,042","
AllSafe
                            ",￥0.1302,"
<0.1%                                  ",0.05%,-6.94%
100%,"¥1,188,862","
ParallelCoin
                            ",￥3.78,"
<0.1%                                  ",0.07%,1.23%
100%,"¥1,159,662","
BipCoin
                            ",￥0.7126,"
<0.1%                                  ",1.17%,-0.93%
100%,"¥1,140,048","
Eurocoin
                            ",￥0.0918,"
<0.1%                                  ",1.86%,-6.29%
100%,"¥1,168,064","
SoonCoin
                            ",￥0.0937,"
<0.1%                                  ",0.35%,-7.71%
100%,"¥1,190,597","
Honey
                            ",￥2.61,"
<0.1%                                  ",0.16%,-15.61%
100%,"¥1,190,996","
Sativacoin
                            ",￥0.168,"
<0.1%                                  ",0.18%,-26.03%
100%,"¥1,229,851","
Emerald Crypto
                            ",￥0.0643,"
<0.1%                                  ",0.01%,-6.62%
36%,"¥1,268,516","
BitCoal
                            ",￥0.2819,"
<0.1%                                  ",0.43%,-1.36%
100%,"¥1,271,923","
Catcoin
                            ",￥0.2013,"
<0.1%                                  ",0.14%,-7.33%
100%,"¥1,221,646","
Independent M...
                            ",￥0.2275,"
<0.1%                                  ",0.11%,7.4%
100%,"¥1,277,121","
GlobalBoost-Y
                            ",￥0.092,"
<0.1%                                  ",0.19%,-3.86%
100%,"¥1,258,557","
Quatloo
                            ",￥0.163,"
<0.1%                                  ",0.08%,-5.66%
92.69%,"¥1,297,488","
Bitcoin Planet
                            ",￥0.2052,"
<0.1%                                  ",0.14%,60.28%
100%,"¥1,314,982","
BoostCoin
                            ",￥0.1109,"
<0.1%                                  ",1.19%,-6.76%
53.65%,"¥1,338,167","
Nekonium
                            ",￥0.1203,"
<0.1%                                  ",0.14%,-20.08%
17.06%,"¥1,324,542","
LeaCoin
                            ",￥0.003882,"
<0.1%                                  ",0.13%,-12.61%
7.49%,"¥1,298,185","
VoteCoin
                            ",￥0.0788,"
<0.1%                                  ",0.13%,-26.37%
100%,"¥1,282,566","
Prime-XI
                            ",￥0.0661,"
<0.1%                                  ",0.5%,-2.17%
100%,"¥1,345,993","
Firecoin
                            ",￥13.68,"
<0.1%                                  ",?%,-8.62%
100%,"¥1,365,886","
ICOBID
                            ",￥0.0128,"
<0.1%                                  ",0.4%,-17.72%
100%,"¥1,409,584","
GlobalCoin
                            ",￥0.0216,"
<0.1%                                  ",0.03%,-4.7%
26.72%,"¥1,406,096","
GameUnits
                            ",￥0.4049,"
<0.1%                                  ",0.04%,-4.54%
100%,"¥1,374,148","
ChanCoin
                            ",￥0.1816,"
<0.1%                                  ",0%,-24.54%
0.39%,"¥1,438,487","
Qbic
                            ",￥6.96,"
<0.1%                                  ",6.41%,-5.68%
100%,"¥1,450,035","
BumbaCoin
                            ",￥0.0638,"
<0.1%                                  ",0.02%,-9.73%
100%,"¥1,478,944","
Pascal Lite
                            ",￥0.2945,"
<0.1%                                  ",0.29%,-10.96%
99.84%,"¥1,442,393","
EcoCoin
                            ",￥1.25,"
<0.1%                                  ",0.43%,-5.69%
100%,"¥1,479,792","
Dollarcoin
                            ",￥0.1625,"
<0.1%                                  ",0.03%,-6.9%
16.65%,"¥1,494,892","
GlobalToken
                            ",￥0.0534,"
<0.1%                                  ",0.21%,-6.64%
100%,"¥1,519,743","
OctoCoin
                            ",￥0.0287,"
<0.1%                                  ",0.23%,-18.14%
33.29%,"¥1,524,922","
Global Tour Coin
                            ",￥0.051,"
<0.1%                                  ",1.07%,-3.01%
30.4%,"¥1,534,077","
Freicoin
                            ",￥0.0505,"
<0.1%                                  ",0.03%,-6.69%
100%,"¥1,530,202","
C-Bit
                            ",￥0.009708,"
<0.1%                                  ",1.87%,-20.25%
100%,"¥1,590,932","
SproutsExtreme
                            ",￥0.000555,"
<0.1%                                  ",?%,-6.55%
100%,"¥1,633,706","
Virtacoinplus
                            ",￥0.1495,"
<0.1%                                  ",0.03%,-2.95%
21.67%,"¥1,586,120","
ROOFS
                            ",￥0.0122,"
<0.1%                                  ",0.1%,-2.17%
100%,"¥1,637,853","
NevaCoin
                            ",￥0.6125,"
<0.1%                                  ",0.28%,-3.35%
88.66%,"¥1,639,050","
IrishCoin
                            ",￥0.0466,"
<0.1%                                  ",0.44%,-29.73%
5.91%,"¥1,619,702","
Atomic Coin
                            ",￥0.1087,"
<0.1%                                  ",0.53%,-14.68%
2.83%,"¥1,455,670","
StrongHands
                            ",￥0.00000271,"
<0.1%                                  ",17.79%,-10.34%
100%,"¥1,673,739","
Evil Coin
                            ",￥0.0796,"
<0.1%                                  ",0.01%,-4.56%
100%,"¥1,629,483","
Rubies
                            ",￥0.1565,"
<0.1%                                  ",0.01%,-4.02%
26.59%,"¥1,718,293","
Onix
                            ",￥0.0626,"
<0.1%                                  ",1.51%,-1.29%
10.24%,"¥1,770,134","
Xios
                            ",￥0.8234,"
<0.1%                                  ",0.09%,-5.33%
23.69%,"¥1,754,634","
BriaCoin
                            ",￥2.47,"
<0.1%                                  ",1.19%,0%
0.25%,"¥1,705,364","
VirtualCoin
                            ",￥0.1694,"
<0.1%                                  ",?%,0.11%
51.45%,"¥1,746,113","
Virta Unique ...
                            ",￥0.0283,"
<0.1%                                  ",0.48%,1.33%
100%,"¥1,779,238","
RevolverCoin
                            ",￥0.0788,"
<0.1%                                  ",0.03%,-5.96%
100%,"¥1,785,025","
Swing
                            ",￥0.5804,"
<0.1%                                  ",0.16%,14.42%
100%,"¥1,680,900","
Joincoin
                            ",￥0.5479,"
<0.1%                                  ",0.01%,130.08%
100%,"¥1,799,910","
SpaceCoin
                            ",￥0.0823,"
<0.1%                                  ",0.7%,32.88%
35.71%,"¥1,813,180","
Ethereum Dark
                            ",￥1.21,"
<0.1%                                  ",2.49%,-3.78%
100%,"¥1,891,233","
Ratecoin
                            ",￥0.0155,"
<0.1%                                  ",0.18%,-10.24%
69.17%,"¥1,841,297","
Golfcoin
                            ",￥0.001664,"
<0.1%                                  ",0.25%,-31.79%
100%,"¥1,827,850","
Philosopher S...
                            ",￥0.3039,"
<0.1%                                  ",0.18%,-6.79%
100%,"¥1,848,351","
MACRON
                            ",￥0.004605,"
<0.1%                                  ",1.11%,-13.15%
100%,"¥1,937,242","
Cannacoin
                            ",￥0.4121,"
<0.1%                                  ",0.04%,-18.47%
65.63%,"¥1,908,384","
Helleniccoin
                            ",￥0.0291,"
<0.1%                                  ",0.1%,-8.82%
100%,"¥1,960,845","
Mao Zedong
                            ",￥0.3139,"
<0.1%                                  ",0.38%,-4.08%
20%,"¥1,920,000","
Treasure Land Coin
                            ",￥0.0096,"
<0.1%                                  ",4.16%,6.67%
100%,"¥1,963,030","
Dashcoin
                            ",￥0.1117,"
<0.1%                                  ",238.95%,-8.36%
9.96%,"¥2,037,062","
Pioneer Coin
                            ",￥0.889,"
<0.1%                                  ",0.63%,-20.73%
38.09%,"¥2,050,699","
CoinonatX
                            ",￥0.1116,"
<0.1%                                  ",0.48%,-12.24%
100%,"¥2,066,382","
808Coin
                            ",￥0.000519,"
<0.1%                                  ",0.2%,-7.79%
100%,"¥2,054,973","
RedCoin
                            ",￥0.0277,"
<0.1%                                  ",1.68%,8.58%
2.19%,"¥2,080,741","
ZoZoCoin
                            ",￥3.52,"
<0.1%                                  ",0.75%,-13.62%
100%,"¥2,070,193","
Marscoin
                            ",￥0.0732,"
<0.1%                                  ",0.04%,-18.9%
100%,"¥2,111,663","
Cashcoin
                            ",￥0.0443,"
<0.1%                                  ",0.06%,-3.14%
100%,"¥2,119,844","
Bolivarcoin
                            ",￥0.2251,"
<0.1%                                  ",0.31%,-1.46%
8.25%,"¥2,143,675","
AdCoin
                            ",￥0.3669,"
<0.1%                                  ",0.67%,-13.99%
100%,"¥2,171,811","
SatoshiMadness
                            ",￥0.001086,"
<0.1%                                  ",?%,-8.63%
94.78%,"¥2,189,266","
Kayicoin
                            ",￥0.007699,"
<0.1%                                  ",0.64%,8.16%
100%,"¥2,184,681","
Ammo Rewards
                            ",￥0.0281,"
<0.1%                                  ",0.08%,-30.69%
58.71%,"¥2,215,738","
Coin2.1
                            ",￥0.0283,"
<0.1%                                  ",0.04%,-3.38%
100%,"¥2,228,204","
Bitz
                            ",￥1.12,"
<0.1%                                  ",?%,0%
100%,"¥2,236,099","
PX
                            ",￥0.0227,"
<0.1%                                  ",0%,-4.28%
100%,"¥2,253,884","
AmberCoin
                            ",￥0.0516,"
<0.1%                                  ",0.02%,-3.53%
95.33%,"¥2,266,534","
DaxxCoin
                            ",￥0.004437,"
<0.1%                                  ",0.19%,4.32%
100%,"¥2,238,093","
Cypher
                            ",￥0.3516,"
<0.1%                                  ",0.04%,-23.11%
98.44%,"¥2,270,541","
Mineum
                            ",￥0.2406,"
<0.1%                                  ",0.01%,-0.94%
?%,?                        ,"
SoulCoin
                            ",￥0.00054,"
?%                                  ",?%,0%
?%,?                        ,"
Snetwork
                            ",￥0.3713,"
?%                                  ",?%,-3.7%
?%,?                        ,"
SnakeEyes
                            ",￥0.1664,"
?%                                  ",?%,62.18%
?%,?                        ,"
Smart Investm...
                            ",￥8.85,"
?%                                  ",?%,-27.27%
100%,?                        ,"
Slimcoin
                            ",￥0.104,"
?%                                  ",?%,0%
?%,?                        ,"
SLOTH
                            ",￥0.00003525,"
?%                                  ",?%,-49.19%
100%,?                        ,"
Sling
                            ",￥0.7916,"
?%                                  ",?%,0%
?%,?                        ,"
SIGMAcoin
                            ",￥0.177,"
?%                                  ",?%,-5.25%
?%,?                        ,"
SJW
                            ",￥0.005546,"
?%                                  ",?%,-6.64%
100%,?                        ,"
SHLD
                            ",￥0.0143,"
?%                                  ",?%,0%
?%,?                        ,"
Shekel
                            ",￥0.1057,"
?%                                  ",?%,-9.76%
?%,?                        ,"
Sharkcoin
                            ",￥0.0216,"
?%                                  ",?%,-6.89%
?%,?                        ,"
ShellCoin
                            ",￥0.1991,"
?%                                  ",?%,-6.76%
?%,?                        ,"
SHACoin
                            ",￥0.0122,"
?%                                  ",?%,8.13%
?%,?                        ,"
ShareX
                            ",￥0.0915,"
?%                                  ",?%,-24.02%
?%,?                        ,"
Scry
                            ",￥1.22,"
?%                                  ",?%,-7.04%
?%,?                        ,"
SegWit2x
                            ",￥294,"
?%                                  ",?%,-9.12%
?%,?                        ,"
segwit2x（原区块链上的币）
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Santa Coin
                            ",￥2.6,"
?%                                  ",?%,0%
?%,?                        ,"
SanChain
                            ",￥11.28,"
?%                                  ",?%,-17.76%
?%,?                        ,"
Sakuracoin
                            ",￥0.0222,"
?%                                  ",?%,2.6%
?%,?                        ,"
SafeCoin
                            ",￥0.000555,"
?%                                  ",?%,-6.62%
?%,?                        ,"
Safe Trade Coin
                            ",￥0.002773,"
?%                                  ",?%,-6.62%
100%,?                        ,"
SACoin
                            ",￥0.4076,"
?%                                  ",?%,-6.62%
?%,?                        ,"
RUPX
                            ",￥0.0341,"
?%                                  ",?%,-10.33%
14.01%,?                        ,"
Russian Mining Coin
                            ","￥49,014","
?%                                  ",?%,-9.96%
?%,?                        ,"
Runners
                            ",￥0.002218,"
?%                                  ",?%,-37.75%
?%,?                        ,"
RubleBit
                            ",￥0.0261,"
?%                                  ",?%,9.7%
?%,?                        ,"
Royalties
                            ",￥0.001109,"
?%                                  ",?%,86.76%
?%,?                        ,"
RoyalCoin 2
                            ",￥0.009371,"
?%                                  ",?%,0%
?%,?                        ,"
RoyalCoin
                            ",￥0.0277,"
?%                                  ",?%,-7.57%
?%,?                        ,"
RichCoin
                            ",￥0.0555,"
?%                                  ",?%,-9.34%
?%,?                        ,"
RHFCoin
                            ",￥0.003532,"
?%                                  ",?%,-0.89%
?%,?                        ,"
READ
                            ",￥0.16,"
?%                                  ",?%,0.04%
?%,?                        ,"
Regacoin
                            ",￥0.00721,"
?%                                  ",?%,1.17%
?%,?                        ,"
Rcoin
                            ",￥0.000555,"
?%                                  ",?%,0%
?%,?                        ,"
Quotient
                            ",￥0.0327,"
?%                                  ",?%,-6.64%
100%,?                        ,"
Revenu
                            ",￥0.0331,"
?%                                  ",?%,0%
?%,?                        ,"
QunQun
                            ",￥0.2138,"
?%                                  ",?%,-9.92%
?%,?                        ,"
RabbitCoin
                            ",￥0.000201,"
?%                                  ",?%,40.01%
71.26%,?                        ,"
QunCoin
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Qube
                            ",￥0.2825,"
?%                                  ",?%,-5.21%
?%,?                        ,"
Quartz
                            ",￥0.000245,"
?%                                  ",?%,0%
?%,?                        ,"
Qora
                            ",￥1.49,"
?%                                  ",?%,-5.21%
?%,?                        ,"
qlcoin
                            ",￥0.00008,"
?%                                  ",?%,21.21%
?%,?                        ,"
PutinCoin
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
PrismChain
                            ",￥0.009428,"
?%                                  ",?%,-0.78%
40.67%,?                        ,"
Putin Classic
                            ",￥0.0255,"
?%                                  ",?%,0%
100%,?                        ,"
Powercoin
                            ",￥0.000473,"
?%                                  ",?%,0%
?%,?                        ,"
Primulon
                            ",￥0.002218,"
?%                                  ",?%,-6.64%
35.55%,?                        ,"
PLC
                            ",￥0.015,"
?%                                  ",?%,-6.62%
?%,?                        ,"
PiCoin
                            ",￥0.0464,"
?%                                  ",?%,0%
85.71%,?                        ,"
PipCoin
                            ",￥0.36,"
?%                                  ",?%,0.65%
?%,?                        ,"
PlayCash
                            ",￥？,"
?%                                  ",?%,?%
100%,?                        ,"
Pesobit
                            ",￥0.005351,"
?%                                  ",?%,0%
?%,?                        ,"
Psilocybin
                            ",￥0.2449,"
?%                                  ",?%,-5.87%
?%,?                        ,"
Pirate Blocks
                            ",￥0.0169,"
?%                                  ",?%,-22.41%
?%,?                        ,"
PinkDog
                            ",￥0.000559,"
?%                                  ",?%,-5.85%
?%,?                        ,"
PokeCoin
                            ",￥0.001109,"
?%                                  ",?%,86.76%
?%,?                        ,"
Peacecoin
                            ",￥0.0855,"
?%                                  ",?%,0%
?%,?                        ,"
PeopleCoin
                            ",￥0.000549,"
?%                                  ",?%,0%
?%,?                        ,"
PayPeer
                            ",￥0.000555,"
?%                                  ",?%,-6.62%
73.94%,?                        ,"
Paccoin
                            ",￥0.084,"
?%                                  ",?%,-11.33%
?%,?                        ,"
Pabyosi Coin ...
                            ",￥1.01,"
?%                                  ",?%,-21.51%
?%,?                        ,"
Opescoin
                            ",￥0.0172,"
?%                                  ",?%,-9.54%
?%,?                        ,"
Operand
                            ",￥0.007727,"
?%                                  ",?%,0.09%
?%,?                        ,"
Omicron
                            ",￥1.43,"
?%                                  ",?%,-33.35%
?%,?                        ,"
OKB
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Ohni
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Olympus
                            ",￥2.12,"
?%                                  ",?%,-13.91%
6.01%,?                        ,"
OHM Wallet
                            ",￥0.0717,"
?%                                  ",?%,0%
?%,?                        ,"
OEX
                            ",￥0.53,"
?%                                  ",?%,-8.62%
100%,?                        ,"
020LondonCoin
                            ",￥0.00000472,"
?%                                  ",?%,0%
?%,?                        ,"
NUMUS
                            ",￥0.000555,"
?%                                  ",?%,-53.31%
?%,?                        ,"
NMS
                            ",￥17,"
?%                                  ",?%,-5.89%
?%,?                        ,"
OCOW
                            ",￥0.000105,"
?%                                  ",?%,0%
?%,?                        ,"
netBit
                            ",￥0.1023,"
?%                                  ",?%,56.63%
?%,?                        ,"
Neptune Classic
                            ",￥0.003794,"
?%                                  ",?%,0%
?%,?                        ,"
NamoCoin
                            ",￥0.001664,"
?%                                  ",?%,40.07%
40%,?                        ,"
云宝                        ",￥？,"
?%                                  ",?%,?%
97.17%,?                        ,"
Mutual Coin
                            ",￥0.001716,"
?%                                  ",?%,0%
?%,?                        ,"
MUSK Token
                            ",￥0.0592,"
?%                                  ",?%,-21.06%
?%,?                        ,"
MSD
                            ",￥0.0699,"
?%                                  ",?%,-4.52%
?%,?                        ,"
Moving Cloud ...
                            ",￥0.2017,"
?%                                  ",?%,0%
100%,?                        ,"
MorningStar
                            ",￥0.0147,"
?%                                  ",?%,0%
?%,?                        ,"
MoneyCoin
                            ",￥0.001109,"
?%                                  ",?%,86.76%
?%,?                        ,"
Moneta
                            ",￥0.003328,"
?%                                  ",?%,40.04%
?%,?                        ,"
MobileCash
                            ",￥0.002773,"
?%                                  ",?%,55.63%
?%,?                        ,"
MMXVI
                            ",￥0.0288,"
?%                                  ",?%,-2.88%
?%,?                        ,"
MktCoin
                            ",￥0.3835,"
?%                                  ",?%,-22.48%
?%,?                        ,"
MIYUCoin
                            ",￥0.00047,"
?%                                  ",?%,0%
38.1%,?                        ,"
Milancoin
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
microCoin
                            ",￥0.000528,"
?%                                  ",?%,0%
?%,?                        ,"
MEX
                            ",￥0.0847,"
?%                                  ",?%,12.78%
?%,?                        ,"
Measurable Data
                            ",￥0.44,"
?%                                  ",?%,0.17%
?%,?                        ,"
Music Block Chain
                            ",￥？,"
?%                                  ",?%,?%
100%,"¥2,403,493","
8Bit
                            ",￥1.64,"
<0.1%                                  ",0.09%,-12.5%
100%,"¥2,352,659","
TEKcoin
                            ",￥0.001664,"
<0.1%                                  ",0.06%,-5.52%
100%,"¥2,310,460","
Octanox
                            ",￥0.2718,"
<0.1%                                  ",0.62%,-18.33%
100%,"¥2,327,213","
LiteBar
                            ",￥2.6,"
<0.1%                                  ",0.11%,-2.84%
57.13%,"¥2,451,427","
Desire
                            ",￥2.42,"
<0.1%                                  ",2.66%,0.36%
76.33%,"¥2,466,932","
BitcoinFast
                            ",￥0.2429,"
<0.1%                                  ",0.15%,5.28%
76.92%,"¥2,471,510","
DROXNE
                            ",￥0.036,"
<0.1%                                  ",0.2%,-23.17%
100%,"¥2,489,371","
TagCoin
                            ",￥0.3914,"
<0.1%                                  ",0.23%,-6.59%
100%,"¥2,510,030","
Phantomx
                            ",￥0.162,"
<0.1%                                  ",0.42%,-8.68%
100%,"¥2,579,706","
ChessCoin
                            ",￥0.0477,"
<0.1%                                  ",0.01%,-7.28%
100%,"¥2,530,113","
PostCoin
                            ",￥0.1594,"
<0.1%                                  ",0.2%,-9.18%
100%,"¥2,593,096","
SwagBucks
                            ",￥6.99,"
<0.1%                                  ",0.14%,-8.56%
26.91%,"¥2,593,198","
Kurrent
                            ",￥0.0423,"
<0.1%                                  ",0.03%,-17.81%
43.92%,"¥2,665,495","
Galactrum
                            ",￥3.89,"
<0.1%                                  ",0.94%,-12.71%
100%,"¥2,552,665","
CoffeeCoin
                            ",￥0.0172,"
<0.1%                                  ",0.03%,-1.39%
100%,"¥2,648,255","
Influxcoin
                            ",￥1.58,"
<0.1%                                  ",0.25%,54.45%
100%,"¥2,694,328","
DigiCube
                            ",￥0.001109,"
<0.1%                                  ",0.23%,-7.86%
100%,"¥2,607,893","
Blakecoin
                            ",￥0.1724,"
<0.1%                                  ",1.54%,-13%
53.81%,"¥2,750,398","
TOKYO
                            ",￥0.0216,"
<0.1%                                  ",1.2%,7.04%
27.65%,"¥2,773,919","
Pakcoin
                            ",￥0.0551,"
<0.1%                                  ",0.36%,-9.16%
100%,"¥2,716,766","
GoldBlocks
                            ",￥0.1761,"
<0.1%                                  ",0.1%,-3.15%
11.67%,"¥2,859,474","
Steneum Coin
                            ",￥1.23,"
<0.1%                                  ",1.92%,-14.38%
7.42%,"¥2,837,795","
Garlicoin
                            ",￥0.5544,"
<0.1%                                  ",1.31%,-6.09%
100%,"¥2,704,888","
KushCoin
                            ",￥0.4919,"
<0.1%                                  ",1.21%,17.91%
28.31%,"¥2,895,037","
Litecoin Plus
                            ",￥2.56,"
<0.1%                                  ",0.94%,-11.36%
100%,"¥2,906,661","
BigUp
                            ",￥0.00136,"
<0.1%                                  ",0.02%,44.89%
100%,"¥2,858,429","
Sterlingcoin
                            ",￥0.6764,"
<0.1%                                  ",0.08%,-20.84%
100%,"¥2,906,908","
Truckcoin
                            ",￥0.0166,"
<0.1%                                  ",0.05%,13.41%
100%,"¥2,946,156","
Gapcoin
                            ",￥0.2324,"
<0.1%                                  ",0.03%,-3.39%
4%,"¥3,066,535","
Health Care Chain
                            ",￥0.0767,"
<0.1%                                  ",232.99%,-10.73%
100%,"¥2,994,033","
Signatum
                            ",￥0.0277,"
<0.1%                                  ",0.01%,-8.45%
100%,"¥3,069,908","
PureVidz
                            ",￥0.0245,"
<0.1%                                  ",0.06%,-16.24%
100%,"¥3,114,708","
Tigercoin
                            ",￥0.0715,"
<0.1%                                  ",66.08%,20.46%
100%,"¥3,125,895","
Netko
                            ",￥0.6339,"
<0.1%                                  ",0.95%,-18.33%
100%,"¥3,139,102","
iCoin
                            ",￥0.1065,"
<0.1%                                  ",0.01%,2.45%
100%,"¥3,195,438","
Phoenixcoin
                            ",￥0.0494,"
<0.1%                                  ",17.49%,-8.67%
100%,"¥3,197,958","
Bitcurrency
                            ",￥0.0189,"
<0.1%                                  ",0.01%,-9.29%
100%,"¥3,201,289","
Joulecoin
                            ",￥0.0909,"
<0.1%                                  ",0.02%,-4.92%
0.97%,"¥3,214,610","
Capricoin
                            ",￥1.62,"
<0.1%                                  ",371.27%,-19.15%
100%,"¥3,224,936","
Halcyon
                            ",￥0.574,"
<0.1%                                  ",0.07%,-19.19%
36.91%,"¥3,241,594","
Quebecoin
                            ",￥0.2091,"
<0.1%                                  ",12.58%,-40.86%
1.86%,"¥3,262,221","
HiCoin
                            ",￥0.0172,"
<0.1%                                  ",6.11%,15.93%
42.93%,"¥3,333,069","
GoldReserve
                            ",￥0.1941,"
<0.1%                                  ",0.04%,-2.07%
100%,"¥3,374,330","
AquariusCoin
                            ",￥2.07,"
<0.1%                                  ",4.88%,-21.45%
80.94%,"¥3,222,391","
Visio
                            ",￥0.0632,"
<0.1%                                  ",0.08%,-8.17%
0.1%,"¥3,386,942","
Advanced Inte...
                            ",￥0.1051,"
<0.1%                                  ",0.15%,96.55%
60.48%,"¥3,259,619","
Motocoin
                            ",￥0.17,"
<0.1%                                  ",0.01%,-24.15%
0%,"¥3,359,217","
Valorbit
                            ",￥0.00055,"
<0.1%                                  ",?%,-7.47%
49.2%,"¥3,601,940","
Rimbit
                            ",￥0.0182,"
<0.1%                                  ",0.09%,-9.64%
51.81%,"¥3,398,395","
GlassCoin
                            ",￥1.2,"
<0.1%                                  ",0.08%,-7.09%
100%,"¥3,620,941","
PayCoin
                            ",￥0.305,"
<0.1%                                  ",0%,-3.24%
100%,"¥3,662,417","
WhaleCoin
                            ",￥0.4896,"
<0.1%                                  ",8.87%,-8.58%
100%,"¥3,631,457","
TrumpCoin
                            ",￥0.5503,"
<0.1%                                  ",0.2%,-9.32%
100%,"¥3,706,439","
MojoCoin
                            ",￥0.3044,"
<0.1%                                  ",0.77%,-12.49%
100%,"¥3,734,062","
BTCtalkcoin
                            ",￥0.0572,"
<0.1%                                  ",?%,-2.73%
100%,"¥3,706,520","
BlazeCoin
                            ",￥0.006091,"
<0.1%                                  ",0.02%,1.48%
100%,"¥3,833,204","
SecureCoin
                            ",￥0.4509,"
<0.1%                                  ",0.01%,-6.62%
10.27%,"¥3,924,527","
Colossuscoin V2
                            ",￥0.001664,"
<0.1%                                  ",0%,-6.62%
100%,"¥3,967,935","
Bitstar
                            ",￥0.1719,"
<0.1%                                  ",0.02%,-21.76%
100%,"¥3,724,863","
Triangles
                            ",￥34.94,"
<0.1%                                  ",0.06%,0.59%
100%,"¥3,991,145","
SmartCoin
                            ",￥0.1658,"
<0.1%                                  ",0.02%,-12.15%
33.97%,"¥3,730,000","
ArronCoin
                            ",￥0.1865,"
<0.1%                                  ",9.7%,-0.11%
100%,"¥4,057,675","
Eternity
                            ",￥0.9777,"
<0.1%                                  ",0.01%,-11.45%
100%,"¥3,745,667","
SuperCoin
                            ",￥0.0778,"
<0.1%                                  ",0.14%,-11.58%
100%,"¥3,744,990","
UltraCoin
                            ",￥0.0815,"
<0.1%                                  ",0.04%,-8.49%
100%,"¥4,029,616","
ZcCoin
                            ",￥0.0654,"
<0.1%                                  ",0.26%,0%
100%,"¥3,847,684","
Opal
                            ",￥0.254,"
<0.1%                                  ",0.01%,-1.12%
100%,"¥4,061,904","
Tattoocoin (S...
                            ",￥0.0449,"
<0.1%                                  ",0.01%,26.04%
19.23%,"¥3,984,890","
Aerium
                            ",￥0.0414,"
<0.1%                                  ",0.69%,-0.6%
100%,"¥4,193,304","
Bitgem
                            ",￥69.58,"
<0.1%                                  ",2.8%,1.04%
70.98%,"¥4,079,093","
Scorecoin
                            ",￥0.0977,"
<0.1%                                  ",0.57%,-40.86%
83.5%,"¥4,275,845","
Rupaya
                            ",￥0.6096,"
<0.1%                                  ",1.31%,-10.99%
58.9%,"¥4,075,542","
Digitalcoin
                            ",￥0.1437,"
<0.1%                                  ",0.11%,-16.47%
94.64%,"¥3,754,740","
Nyancoin
                            ",￥0.0118,"
<0.1%                                  ",0.03%,-0.19%
100%,"¥4,129,079","
TittieCoin
                            ",￥0.003278,"
<0.1%                                  ",0.06%,-4.36%
100%,"¥4,330,839","
Elementrem
                            ",￥0.1664,"
<0.1%                                  ",0.29%,3.76%
100%,"¥4,342,552","
Cryptojacks
                            ",￥0.0107,"
<0.1%                                  ",0.3%,-3.88%
100%,"¥4,382,756","
Aricoin
                            ",￥0.0189,"
<0.1%                                  ",0.04%,-10.74%
100%,"¥4,389,999","
LanaCoin
                            ",￥0.004991,"
<0.1%                                  ",0.07%,-0.61%
8.19%,"¥4,545,724","
DFSCoin
                            ",￥0.2644,"
<0.1%                                  ",0.97%,-2.71%
100%,"¥4,213,969","
DTC
                            ",￥0.1386,"
<0.1%                                  ",0.03%,-22.18%
77.73%,"¥4,448,279","
Skeincoin
                            ",￥0.3366,"
<0.1%                                  ",0.04%,-7.68%
100%,"¥4,553,214","
Argentum
                            ",￥0.4996,"
<0.1%                                  ",0.21%,-9.24%
1.7%,"¥4,583,750","
FirstCoin
                            ",￥2.45,"
<0.1%                                  ",10.66%,-6.25%
100%,"¥4,593,177","
Flycoin
                            ",￥21.79,"
<0.1%                                  ",0.04%,46.72%
13.83%,"¥4,679,086","
Happycoin
                            ",￥0.3384,"
<0.1%                                  ",4.1%,8.41%
44.69%,"¥4,781,790","
OIOCoin
                            ",￥0.00107,"
<0.1%                                  ",0.18%,-3.07%
85.38%,"¥4,786,307","
Grimcoin
                            ",￥0.0579,"
<0.1%                                  ",0.05%,-13.56%
0.43%,"¥4,851,577","
MANNA
                            ",￥0.1111,"
<0.1%                                  ",0.14%,-2.46%
100%,"¥4,907,172","
Titcoin
                            ",￥0.0983,"
<0.1%                                  ",0.24%,9.41%
100%,"¥4,811,892","
GAIA
                            ",￥0.1997,"
<0.1%                                  ",0%,-0.86%
65.74%,"¥5,012,861","
HOdlcoin
                            ",￥0.0305,"
<0.1%                                  ",0.04%,-8.56%
0.32%,"¥5,081,074","
iTicoin
                            ",￥159,"
<0.1%                                  ",0.13%,2.16%
100%,"¥5,148,547","
BitTokens
                            ",￥8.87,"
<0.1%                                  ",0.04%,8.45%
